"MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE"
14,3.68,"7","5.91",5.44,6.32,"3.50927507071071","6.27",5.54,"","","","","","","09-REGI-3.3_20150819_5_1","",""
19,5.29,"12","8.5",4.89,7.01,"3.80003080130452","7",6.95,"","","","","","","09-REGI-3.3_20150819_5_2","",""
17,4.56,"11","8",3.66,8.34,"3.4568951591832","6.14",6.76,"","","","","","","09-REGI-3.3_20150819_5_3","",""
10,2.27,"6","5.45",6.24,5.32,"2.72008918683911","4.3",4.34,"","","","","","","09-REGI-3.3_20150819_5_4","",""
10,2.27,"5","4.72",4.61,7.36,"2.69537587356379","4.24",4.65,"","","","","","","09-REGI-3.3_20160706_5_1","",""
16,4.26,"9","6.82",5.19,6.64,"3.5945723205724","6.49",6.05,"","","","","","","09-REGI-3.3_20160706_5_2","",""
17,4.56,"13","9",4.97,6.91,"3.32125502017768","5.8",6.57,"","","","","","","09-REGI-3.3_20160706_5_3","",""
15,3.97,"8","6.36",5.31,6.49,"3.19800600724878","5.5",5.58,"","","","","","","09-REGI-3.3_20160706_5_4","",""
27,7.78,"15","10",5.24,6.57,"3.71529675789205","6.79",7.78,"","","","","","","09-REGI-3.3_20160810_5_1","",""
26,7.35,"13","9",5.85,5.81,"3.19749598032063","5.49",6.91,"","","","","","","09-REGI-3.3_20160810_5_2","",""
31,8.89,"15","10",4.89,7.01,"4.04740576111555","7.62",8.38,"","","","","","","09-REGI-3.3_20160810_5_3","",""
23,6.47,"15","10",4.38,7.62,"3.76259633093323","6.91",7.75,"","","","","","","09-REGI-3.3_20160810_5_4","",""
24,6.76,"11","8",5.58,6.15,"3.73622088013272","6.84",6.94,"","","","","","","09-REGI-3.3_20160915_5_1","",""
12,3.09,"8","6.36",5.43,6.34,"3.06424748542613","5.16",5.24,"","","","","","","09-REGI-3.3_20160915_5_2","",""
28,8.06,"15","10",5.33,6.46,"3.87492186326377","7.19",7.93,"","","","","","","09-REGI-3.3_20160915_5_3","",""
19,5.29,"11","8",5.46,6.3,"2.93730869792426","4.84",6.11,"","","","","","","09-REGI-3.3_20160915_5_4","",""
21,5.88,"13","9",4.33,7.67,"3.54243093355836","6.36",7.23,"","","","","","","09-REGI-3.3_20170816_5_1","",""
19,5.29,"9","6.82",4.32,7.68,"3.34748528047504","5.87",6.42,"","","","","","","09-REGI-3.3_20170816_5_2","",""
33,9.44,"20","10",4.44,7.56,"4.09742768128949","7.74",8.69,"","","","","","","09-REGI-3.3_20170816_5_3","",""
21,5.88,"8","6.36",4.69,7.26,"3.24072694960958","5.6",6.28,"","","","","","","09-REGI-3.3_20170816_5_4","",""
19,5.29,"12","8.5",4.12,7.88,"3.68320174538696","6.71",7.1,"","","","","","","09-REGI-3.3_20180830_5_1","",""
14,3.68,"11","8",4.09,7.91,"3.4145679056404","6.04",6.41,"","","","","","","09-REGI-3.3_20180830_5_2","",""
25,7.06,"14","9.5",4.57,7.41,"3.75494477153617","6.89",7.72,"","","","","","","09-REGI-3.3_20180830_5_3","",""
12,3.09,"9","6.82",3.58,8.42,"3.0815350140878","5.2",5.88,"","","","","","","09-REGI-3.3_20180830_5_4","",""
33,9.44,"12","8.5",5.64,6.08,"3.53729809869864","6.34",7.59,"","","","","","","09-REGI-4.0_20140813_5_1","",""
32,9.17,"17","10",4.9,7,"3.96143955044889","7.4",8.39,"","","","","","","09-REGI-4.0_20140813_5_2","",""
31,8.89,"13","9",5.41,6.36,"3.79581921557967","6.99",7.81,"","","","","","","09-REGI-4.0_20140813_5_3","",""
34,9.72,"21","10",3.59,8.41,"4.09873769920989","7.75",8.97,"","","","","","","09-REGI-4.0_20140813_5_4","",""
17,4.56,"6","5.45",6.3,5.25,"3.57775008410386","6.44",5.42,"","","","","","","09-REGI-4.0_20150819_5_1","",""
18,4.85,"8","6.36",6.34,5.2,"3.7920170773496","6.98",5.85,"","","","","","","09-REGI-4.0_20150819_5_2","",""
21,5.88,"10","7.27",4.13,7.87,"3.68634264535265","6.72",6.93,"","","","","","","09-REGI-4.0_20150819_5_3","",""
11,2.79,"4","4.17",6.1,5.5,"2.50258340716107","3.76",4.06,"","","","","","","09-REGI-4.0_20150819_5_4","",""
41,10,"19","10",5.67,6.04,"4.5354933825211","8.84",8.72,"","","","","","","09-REGI-4.0_20160706_5_1","",""
25,7.06,"8","6.36",6.2,5.38,"3.8237636110621","7.06",6.46,"","","","","","","09-REGI-4.0_20160706_5_2","",""
19,5.29,"5","4.72",6.23,5.34,"3.45026738468517","6.13",5.37,"","","","","","","09-REGI-4.0_20160706_5_3","",""
30,8.61,"15","10",6.07,5.54,"4.15572314570522","7.89",8.01,"","","","","","","09-REGI-4.0_20160706_5_4","",""
23,6.47,"9","6.82",4.67,7.29,"3.80657362764975","7.02",6.9,"","","","","","","09-REGI-4.0_20160810_5_1","",""
23,6.47,"10","7.27",4.85,7.06,"3.73522510995455","6.84",6.91,"","","","","","","09-REGI-4.0_20160810_5_2","",""
25,7.06,"14","9.5",4.12,7.88,"3.93402457525554","7.34",7.94,"","","","","","","09-REGI-4.0_20160810_5_3","",""
25,7.06,"10","7.27",5.2,6.62,"3.72373387738902","6.81",6.94,"","","","","","","09-REGI-4.0_20160810_5_4","",""
29,8.33,"16","10",4.71,7.24,"4.10753102403366","7.77",8.34,"","","","","","","09-REGI-4.0_20160915_5_1","",""
12,3.09,"6","5.45",5.31,6.49,"3.10390991028236","5.26",5.07,"","","","","","","09-REGI-4.0_20160915_5_2","",""
19,5.29,"11","8",5.27,6.54,"3.6676931627853","6.67",6.62,"","","","","","","09-REGI-4.0_20160915_5_3","",""
25,7.06,"15","10",5.59,6.14,"3.88518031925939","7.21",7.6,"","","","","","","09-REGI-4.0_20160915_5_4","",""
40,10,"20","10",5.12,6.72,"3.92352372446738","7.31",8.51,"","","","","","","09-REGI-4.0_20170816_5_1","",""
33,9.44,"17","10",4.95,6.94,"3.92632505027484","7.32",8.43,"","","","","","","09-REGI-4.0_20170816_5_2","",""
35,10,"15","10",5.01,6.86,"3.7454380310569","6.86",8.43,"","","","","","","09-REGI-4.0_20170816_5_3","",""
33,9.44,"14","9.5",5.27,6.54,"4.24330133724791","8.11",8.4,"","","","","","","09-REGI-4.0_20170816_5_4","",""
28,8.06,"14","9.5",4.57,7.41,"2.96242340720056","4.91",7.47,"","","","","","","09-REGI-4.0_20180830_5_1","",""
24,6.76,"13","9",4.71,7.24,"3.10951700041897","5.27",7.07,"","","","","","","09-REGI-4.0_20180830_5_2","",""
27,7.78,"14","9.5",4.47,7.53,"3.10259485799493","5.26",7.52,"","","","","","","09-REGI-4.0_20180830_5_3","",""
23,6.47,"14","9.5",4.66,7.3,"2.85042148010913","4.63",6.97,"","","","","","","09-REGI-4.0_20180830_5_4","",""
20,5.59,"3","3.61",6.81,4.61,"3.17982272204762","5.45",4.82,"","","","","","","13-WALK-60.1_20170824_5_1","",""
19,5.29,"3","3.61",7.33,3.96,"3.17973098497901","5.45",4.58,"","","","","","","13-WALK-60.1_20170824_5_2","",""
23,6.47,"5","4.72",6.23,5.34,"3.43468467819497","6.09",5.65,"","","","","","","13-WALK-60.1_20180816_5_1","",""
18,4.85,"5","4.72",5.8,5.88,"3.09149057803011","5.23",5.17,"","","","","","","13-WALK-60.1_20180816_5_2","",""
23,6.47,"6","5.45",5.45,6.31,"2.47620936384727","3.69",5.48,"","","","","","","13-WALK-60.1_20180816_5_3","",""
21,5.88,"4","4.17",5.34,6.45,"1.80891459626289","2.02",4.63,"","","","","","","13-WALK-60.1_20180816_5_4","",""
38,10,"23","10",4.83,7.09,"4.20077938950902","8",8.77,"","","","","","","09-REGI-7.8_20140813_5_1","",""
27,7.78,"18","10",4.94,6.95,"3.72018772290602","6.8",7.88,"","","","","","","09-REGI-7.8_20140813_5_2","",""
34,9.72,"20","10",3.84,8.16,"3.94219398327698","7.36",8.81,"","","","","","","09-REGI-7.8_20140813_5_3","",""
28,8.06,"17","10",4.42,7.58,"3.88351738664226","7.21",8.21,"","","","","","","09-REGI-7.8_20140813_5_4","",""
10,2.27,"6","5.45",3.6,8.4,"2.75105101786962","4.38",5.12,"","","","","","","09-REGI-7.8_20150819_5_1","",""
19,5.29,"12","8.5",4.17,7.83,"3.88768218738661","7.22",7.21,"","","","","","","09-REGI-7.8_20150819_5_2","",""
22,6.18,"14","9.5",3.69,8.31,"3.83249283654218","7.08",7.77,"","","","","","","09-REGI-7.8_20150819_5_3","",""
24,6.76,"15","10",4,8,"3.48607672117017","6.22",7.74,"","","","","","","09-REGI-7.8_20150819_5_4","",""
43,10,"24","10",4.97,6.91,"4.24185676683093","8.1",8.75,"","","","","","","09-REGI-7.8_20160706_5_1","",""
46,10,"22","10",4.53,7.46,"4.54905195502524","8.87",9.08,"","","","","","","09-REGI-7.8_20160706_5_2","",""
49,10,"29","10",4.65,7.31,"4.61511869073287","9.04",9.09,"","","","","","","09-REGI-7.8_20160706_5_3","",""
38,10,"20","10",4.41,7.59,"4.41082905907776","8.53",9.03,"","","","","","","09-REGI-7.8_20160706_5_4","",""
35,10,"21","10",4.88,7.03,"3.71068466815757","6.78",8.45,"","","","","","","09-REGI-7.8_20160810_5_1","",""
32,9.17,"20","10",4.05,7.95,"4.32319075197892","8.31",8.86,"","","","","","","09-REGI-7.8_20160810_5_2","",""
32,9.17,"18","10",4.8,7.12,"4.02763908242441","7.57",8.46,"","","","","","","09-REGI-7.8_20160810_5_3","",""
28,8.06,"19","10",4.05,7.95,"4.22072248107607","8.05",8.52,"","","","","","","09-REGI-7.8_20160810_5_4","",""
42,10,"23","10",4.53,7.46,"3.94993804277119","7.37",8.71,"","","","","","","09-REGI-7.8_20160915_5_1","",""
38,10,"17","10",4.78,7.15,"4.11393019321953","7.78",8.73,"","","","","","","09-REGI-7.8_20160915_5_2","",""
37,10,"19","10",5.04,6.82,"4.03052644057445","7.58",8.6,"","","","","","","09-REGI-7.8_20160915_5_3","",""
45,10,"21","10",4.67,7.29,"4.39160424868279","8.48",8.94,"","","","","","","09-REGI-7.8_20160915_5_4","",""
33,9.44,"14","9.5",4.93,6.96,"3.98028434160393","7.45",8.34,"","","","","","","09-REGI-7.8_20170816_5_1","",""
31,8.89,"12","8.5",5.47,6.29,"3.92249473221781","7.31",7.75,"","","","","","","09-REGI-7.8_20170816_5_2","",""
21,5.88,"12","8.5",5.04,6.82,"3.47979987067942","6.2",6.85,"","","","","","","09-REGI-7.8_20180830_5_1","",""
34,9.72,"19","10",4.3,7.7,"4.20769338642683","8.02",8.86,"","","","","","","09-REGI-7.8_20180830_5_2","",""
25,7.06,"19","10",4.82,7.1,"3.40097196573364","6",7.54,"","","","","","","09-REGI-7.8_20180830_5_3","",""
22,6.18,"14","9.5",4.6,7.38,"2.86890763323823","4.67",6.93,"","","","","","","09-REGI-7.8_20180830_5_4","",""
16,4.26,"6","5.45",4.57,7.41,"3.20509344134715","5.51",5.66,"","","","","","","13-WALK-9.8_20180816_5_1","",""
18,4.85,"6","5.45",4.47,7.53,"2.99636638283448","4.99",5.7,"","","","","","","13-WALK-9.8_20180816_5_2","",""
21,5.88,"8","6.36",4.64,7.32,"3.23242368323794","5.58",6.28,"","","","","","","13-WALK-9.8_20180816_5_3","",""
16,4.26,"5","4.72",4.71,7.24,"3.02306054750609","5.06",5.32,"","","","","","","13-WALK-9.8_20180816_5_4","",""
24,6.76,"11","8",3.58,8.42,"","",7.17,"69","7.98","6.13","4.68","","","14-BETT-0.1_20190822_1_1","",""
20,5.59,"12","8.5",4.8,7.12,"","",6.75,"69","7.98","6.17","4.58","","","07-BGST-0.1_20190718_1_1","",""
25,7.06,"13","9",5.17,6.66,"","",6.87,"81","9.13","7.01","2.48","","","07-BGST-0.1_20190718_1_2","",""
27,7.78,"10","7.27",5.06,6.8,"","",6.88,"79","8.94","6.55","3.63","","","07-BGST-0.1_20190718_1_3","",""
30,8.61,"8","6.36",5.74,5.95,"","",7.3,"74","8.46","5.16","7.1","","","07-BGST-0.1_20190718_1_4","",""
19,5.29,"10","7.27",4.17,7.83,"","",6.88,"60","6.77","5.1","7.25","","","07-BSWP-0.1_20190717_1_1","",""
22,6.18,"11","8",4.17,7.83,"","",6.9,"53","5.65","5.26","6.85","","","07-BSWP-0.1_20190717_1_2","",""
17,4.56,"6","5.45",4.22,7.78,"","",5.55,"35","2.66","5.09","7.28","","","07-BSWP-0.1_20190717_1_3","",""
22,6.18,"14","9.5",3.47,8.53,"","",7.97,"65","7.6","4.48","8.02","","","07-BSWP-0.1_20190717_1_4","",""
23,6.47,"11","8",3.08,8.92,"","",6.81,"50","5.16","5.8","5.5","","","08-BUCC-0.1_20170926_1_1","",""
22,6.18,"12","8.5",3.74,8.26,"","",6.36,"49","4.92","6.43","3.93","","","08-BUCC-0.1_20170926_1_2","",""
21,5.88,"11","8",2.64,9.36,"","",6.66,"45","4.27","5.68","5.8","","","08-BUCC-0.1_20170926_1_3","",""
24,6.76,"14","9.5",3.09,8.91,"","",7.59,"57","6.29","5.4","6.5","","","08-BUCC-0.1_20170926_1_4","",""
23,6.47,"13","9",2.19,9.81,"","",7.72,"49","4.92","4.1","8.4","","","08-BUCC-0.1_20180920_1_1","",""
22,6.18,"13","9",2.98,9.02,"","",8.18,"74","8.46","4.28","8.22","","","08-BUCC-0.1_20180920_1_2","",""
15,3.97,"8","6.36",1.94,10,"","",6.7,"38","3.15","0.41","10","","","08-BUCC-0.1_20180920_1_3","",""
23,6.47,"12","8.5",2.27,9.73,"","",7.56,"49","4.92","4.3","8.2","","","08-BUCC-0.1_20180920_1_4","",""
22,6.18,"11","8",1.73,10,"","",7.2,"50","5.16","5.33","6.68","","","09-BUCC-0.1_20190918_1_1","",""
18,4.85,"11","8",1.79,10,"","",7.18,"43","3.95","3.4","9.1","","","09-BUCC-0.1_20190918_1_2","",""
26,7.35,"14","9.5",2.24,9.76,"","",8.16,"57","6.29","4.62","7.88","","","09-BUCC-0.1_20190918_1_3","",""
20,5.59,"13","9",2.76,9.24,"","",6.98,"58","6.45","6.15","4.62","","","09-BUCC-0.1_20190918_1_4","",""
25,7.06,"14","9.5",2.78,9.22,"","",8.33,"73","8.37","5","7.5","","","09-CLDK-0.1_20190911_1_1","",""
27,7.78,"17","10",3.85,8.15,"","",8.28,"71","8.17","5.08","7.3","","","10-CLIF-0.1_20180718_1_1","",""
24,6.76,"10","7.27",3.08,8.92,"","",6.81,"45","4.27","5.26","6.85","","","13-CNOP_T-0.1_20170726_1_1","",""
33,9.44,"15","10",3.73,8.27,"","",7.75,"66","7.69","6.66","3.35","","","10-DART-0.1_20180718_1_1","",""
15,3.97,"7","5.91",5.16,6.68,"","",5.37,"61","6.94","6.66","3.35","","","04-DUNN-0.1_20190724_1_1","",""
26,7.35,"14","9.5",3.21,8.79,"","",8.32,"70","8.08","4.63","7.87","","","14-FSED-0.1_20190821_1_1","",""
25,7.06,"5","4.72",6.65,4.81,"","",5.47,"42","3.79","5.22","6.95","","","13-GILO-0.1_20170726_1_1","",""
32,9.17,"16","10",4.19,7.81,"","",8.21,"91","10","6.38","4.05","","","05-GLED_N-0.1_20170808_1_1","",""
26,7.35,"14","9.5",3.42,8.58,"","",7.9,"72","8.27","5.67","5.82","","","10-GULB-0.1_20180718_1_1","",""
35,10,"16","10",3.91,8.09,"","",7.87,"68","7.88","6.65","3.37","","","14-HAFY_T8-0.1_20190820_1_1","",""
19,5.29,"9","6.82",4.57,7.41,"","",5.34,"41","3.63","6.57","3.57","","","06-HAIT-0.1_20180807_1_1","",""
35,10,"11","8",5.06,6.8,"","",6.47,"52","5.48","7.17","2.08","","","05-JAKS-0.1_20170808_1_1","",""
25,7.06,"12","8.5",4.19,7.81,"","",7.42,"75","8.56","5.93","5.18","","","07-KEUK-0.1_20190718_1_1","",""
14,3.68,"10","7.27",4.8,7.12,"","",5.87,"62","7.1","6.33","4.18","","","07-KEUK-0.1_20190718_1_2","",""
20,5.59,"11","8",4.91,6.99,"","",6.52,"74","8.46","6.58","3.55","","","07-KEUK-0.1_20190718_1_3","",""
25,7.06,"11","8",5.02,6.85,"","",6.54,"70","8.08","6.92","2.7","","","07-KEUK-0.1_20190718_1_4","",""
23,6.47,"11","8",4.14,7.86,"","",7.42,"66","7.69","5.16","7.1","","","14-KIAM-0.1_20190820_1_1","",""
21,5.88,"1","1.25",6.68,4.78,"","",3.35,"38","3.15","7.33","1.67","","","13-KLEI-0.1_20170705_1_1","",""
11,2.79,"4","4.17",5.35,6.44,"","",3.8,"34","2.41","6.72","3.2","","","08-KLSY-0.1_20170912_1_1","",""
19,5.29,"10","7.27",3.49,8.51,"","",7.22,"82","9.23","5.67","5.82","","","05-MALL-0.1_20170828_1_1","",""
21,5.88,"2","3.06",5.38,6.4,"","",4.29,"40","3.47","6.95","2.62","","","07-MASH-0.1_20190717_1_1","",""
22,6.18,"4","4.17",5.75,5.94,"","",4.55,"43","3.95","7","2.5","","","07-MASH-0.1_20190717_1_2","",""
19,5.29,"2","3.06",5.62,6.1,"","",3.95,"42","3.79","7.39","1.53","","","07-MASH-0.1_20190717_1_3","",""
23,6.47,"2","3.06",5.53,6.21,"","",4.59,"51","5.32","7.25","1.88","","","07-MASH-0.1_20190717_1_4","",""
24,6.76,"12","8.5",4.58,7.4,"","",6.98,"73","8.37","6.46","3.85","","","04-MILH-0.1_20170720_1_1","",""
22,6.18,"12","8.5",4.62,7.35,"","",7.03,"76","8.65","6.21","4.47","","","04-MILH-0.1_20170720_1_2","",""
24,6.76,"9","6.82",4.4,7.6,"","",6.73,"70","8.08","6.24","4.4","","","04-MILH-0.1_20170720_1_3","",""
21,5.88,"7","5.91",5.13,6.71,"","",5.87,"58","6.45","6.23","4.42","","","04-MILH-0.1_20180822_1_1","",""
15,3.97,"1","1.25",6.58,4.9,"","",3.25,"47","4.6","7.39","1.53","","","04-MILH-0.1_20180822_1_2","",""
23,6.47,"10","7.27",4.36,7.64,"","",6.9,"54","5.81","5.08","7.3","","","04-MILH-0.1_20180822_1_3","",""
22,6.18,"2","3.06",7.06,4.3,"","",3.89,"44","4.11","7.28","1.8","","","04-MILH-0.1_20180822_1_4","",""
15,3.97,"9","6.82",2.37,9.63,"","",7.62,"66","7.69","2.62","10","","","04-MILH_T13-0.1_20190723_1_1","",""
22,6.18,"12","8.5",4.16,7.84,"","",6.74,"66","7.69","6.61","3.47","","","08-MLCK_T2-0.1_20170913_1_1","",""
23,6.47,"12","8.5",4.57,7.41,"","",6.81,"77","8.75","6.83","2.92","","","08-MLLL_N-0.1_20170913_1_1","",""
27,7.78,"17","10",3.41,8.59,"","",7.77,"60","6.77","5.71","5.72","","","14-MONG-0.1_20190820_1_1","",""
43,10,"17","10",4.39,7.61,"","",8.97,"82","9.23","4.47","8.03","","","08-MOOS_S-0.1_20170912_1_1","",""
17,4.56,"10","7.27",1.81,10,"","",6.22,"58","6.45","6.88","2.8","","","07-OWAL_T46-0.1_20190716_1_1","",""
20,5.59,"8","6.36",1.63,10,"","",6.72,"54","5.81","5.67","5.82","","","07-OWAL_T46-0.1_20190716_1_2","",""
21,5.88,"10","7.27",1.88,10,"","",7.41,"65","7.6","5.48","6.3","","","07-OWAL_T46-0.1_20190716_1_3","",""
18,4.85,"5","4.72",1.81,10,"","",6.37,"46","4.44","4.65","7.85","","","07-OWAL_T46-0.1_20190716_1_4","",""
22,6.18,"9","6.82",2.87,9.13,"","",6.7,"54","5.81","5.78","5.55","","","07-OWAL_T9-0.1_20190716_1_1","",""
19,5.29,"7","5.91",2.6,9.4,"","",6.38,"49","4.92","5.45","6.38","","","07-OWAL_T9-0.1_20190716_1_2","",""
22,6.18,"10","7.27",3.11,8.89,"","",6.95,"69","7.98","6.23","4.42","","","07-OWAL_T9-0.1_20190716_1_3","",""
20,5.59,"10","7.27",3.63,8.37,"","",6.43,"62","7.1","6.48","3.8","","","07-OWAL_T9-0.1_20190716_1_4","",""
22,6.18,"9","6.82",4.64,7.32,"","",6.41,"56","6.13","5.75","5.62","","","06-PROP-0.1_20180808_1_1","",""
18,4.85,"6","5.45",4.33,7.67,"","",6.14,"62","7.1","5.75","5.62","","","07-REED-0.1_20190717_1_1","",""
15,3.97,"6","5.45",3.68,8.32,"","",6.6,"64","7.42","4.66","7.84","","","07-REED-0.1_20190717_1_2","",""
22,6.18,"9","6.82",4.06,7.94,"","",7.25,"74","8.46","5.26","6.85","","","07-REED-0.1_20190717_1_3","",""
17,4.56,"5","4.72",3.87,8.13,"","",6,"63","7.26","5.87","5.32","","","07-REED-0.1_20190717_1_4","",""
24,6.76,"13","9",3.84,8.16,"","",7.7,"78","8.85","5.71","5.72","","","10-ROCY-0.1_20180718_1_1","",""
22,6.18,"14","9.5",3.26,8.74,"","",7.09,"73","8.37","6.93","2.68","","","09-RORC-0.1_20190912_1_1","",""
28,8.06,"13","9",4.71,7.24,"","",6.79,"55","5.97","6.52","3.7","","","10-SABL_W_T27-0.1_20190828_1_1","",""
14,3.68,"4","4.17",5.13,6.71,"","",4.08,"38","3.15","6.92","2.7","","","07-SCKR-0.1_20190716_1_1","",""
15,3.97,"5","4.72",5.01,6.86,"","",4.47,"44","4.11","6.93","2.68","","","07-SCKR-0.1_20190716_1_2","",""
17,4.56,"8","6.36",4.97,6.91,"","",4.89,"42","3.79","6.86","2.85","","","07-SCKR-0.1_20190716_1_3","",""
20,5.59,"7","5.91",5.98,5.65,"","",4.65,"51","5.32","7.68","0.8","","","07-SCKR-0.1_20190716_1_4","",""
23,6.47,"13","9",4.68,7.28,"","",7.44,"54","5.81","3.84","8.66","","","10-SENT-0.1_20190827_1_1","",""
24,6.76,"13","9",3.82,8.18,"","",7.73,"65","7.6","5.15","7.12","","","10-SENT-0.1_20190827_1_2","",""
23,6.47,"15","10",3.94,8.06,"","",8.04,"66","7.69","4.53","7.97","","","10-SENT-0.1_20190827_1_3","",""
21,5.88,"11","8",4.98,6.9,"","",7.26,"64","7.42","4.42","8.08","","","10-SENT-0.1_20190827_1_4","",""
28,8.06,"9","6.82",4.85,7.06,"","",6.73,"59","6.61","5.95","5.12","","","07-SKAT_T2-0.1_20190717_1_1","",""
34,9.72,"11","8",4.5,7.5,"","",7.64,"60","6.77","5.51","6.23","","","07-SKAT_T2-0.1_20190717_1_2","",""
17,4.56,"9","6.82",4.48,7.52,"","",5.8,"44","4.11","5.61","5.97","","","07-SKAT_T2-0.1_20190717_1_3","",""
26,7.35,"8","6.36",4.87,7.04,"","",6.13,"53","5.65","6.3","4.25","","","07-SKAT_T2-0.1_20190717_1_4","",""
25,7.06,"13","9",3.56,8.44,"","",7.25,"76","8.65","6.77","3.08","","","07-SKAT_T5-0.1_20190717_1_1","",""
24,6.76,"11","8",2.53,9.47,"","",7.39,"61","6.94","5.69","5.77","","","07-SKAT_T5-0.1_20190717_1_2","",""
15,3.97,"8","6.36",3.5,8.5,"","",6.41,"76","8.65","6.17","4.58","","","07-SKAT_T5-0.1_20190717_1_3","",""
21,5.88,"10","7.27",2.57,9.43,"","",6.69,"52","5.48","5.84","5.4","","","07-SKAT_T5-0.1_20190717_1_4","",""
13,3.38,"6","5.45",5.28,6.52,"","",4.14,"39","3.31","7.18","2.05","","","04-TBRU-0.1_20190724_1_1","",""
18,4.85,"9","6.82",4.29,7.71,"","",5.56,"48","4.76","6.53","3.67","","","06-TOGH_E-0.1_20180808_1_1","",""
27,7.78,"8","6.36",5.26,6.55,"","",7.3,"76","8.65","5.14","7.15","","","04-UGNS_T186-0.1_20190725_1_1","",""
29,8.33,"18","10",4.48,7.52,"","",7.73,"67","7.79","6","5","","","13-WAPP_E-0.1_20170830_1_1","",""
31,8.89,"15","10",3.29,8.71,"","",8.35,"64","7.42","5.3","6.75","","","06-ABEL-0.2_20180807_1_1","",""
24,6.76,"11","8",3.74,8.26,"","",6.82,"52","5.48","5.75","5.62","","","14-BASS-0.2_20190822_1_1","",""
37,10,"18","10",4.48,7.52,"","",8.42,"74","8.46","5.56","6.1","","","13-BEER_W-0.2_20170727_1_1","",""
22,6.18,"15","10",1.88,10,"","",8.28,"61","6.94","4.2","8.3","","","13-BRCH_T3-0.2_20190802_1_1","",""
20,5.59,"9","6.82",3.09,8.91,"","",7.34,"64","7.42","4.52","7.98","","","13-BRCH_T3-0.2_20190802_1_2","",""
18,4.85,"10","7.27",3.99,8.01,"","",6.99,"56","6.13","3.79","8.71","","","13-BRCH_T3-0.2_20190802_1_3","",""
20,5.59,"13","9",2.97,9.03,"","",7.94,"68","7.88","4.31","8.19","","","13-BRCH_T3-0.2_20190802_1_4","",""
31,8.89,"18","10",4.03,7.97,"","",7.89,"69","7.98","6.15","4.62","","","14-CALL-0.2_20190821_1_1","",""
24,6.76,"15","10",4.06,7.94,"","",7.78,"80","9.04","5.94","5.15","","","14-CALL_E-0.2_20190821_1_1","",""
33,9.44,"12","8.5",5.03,6.84,"","",7.43,"74","8.46","6.44","3.9","","","05-CARI-0.2_20170809_1_1","",""
16,4.26,"5","4.72",4.88,7.03,"","",4.44,"41","3.63","6.98","2.55","","","04-CRIS-0.2_20160915_1_1","",""
18,4.85,"5","4.72",4.9,7,"","",4.45,"40","3.47","7.11","2.22","","","04-CRIS-0.2_20160915_1_2","",""
19,5.29,"4","4.17",4.98,6.9,"","",4.72,"46","4.44","6.88","2.8","","","04-CRIS-0.2_20160915_1_3","",""
15,3.97,"3","3.61",4.96,6.92,"","",4.12,"39","3.31","6.88","2.8","","","04-CRIS-0.2_20160915_1_4","",""
27,7.78,"13","9",4.52,7.48,"","",6.98,"60","6.77","6.45","3.87","","","09-DERR-0.2_20190911_1_1","",""
22,6.18,"9","6.82",3.46,8.54,"","",6.84,"55","5.97","5.32","6.7","","","11-DURG-0.2_20170926_1_1","",""
22,6.18,"11","8",2.87,9.13,"","",7.45,"59","6.61","5.06","7.35","","","11-DURG-0.2_20170926_1_2","",""
31,8.89,"17","10",2.31,9.69,"","",9.17,"78","8.85","4.08","8.42","","","11-DURG-0.2_20170926_1_3","",""
21,5.88,"15","10",2.73,9.27,"","",8.24,"71","8.17","4.6","7.9","","","11-DURG-0.2_20170926_1_4","",""
22,6.18,"15","10",2.97,9.03,"","",7.53,"50","5.16","5.08","7.3","","","11-DURG-0.2_20180919_1_1","",""
21,5.88,"12","8.5",3.53,8.47,"","",6.85,"52","5.48","5.63","5.93","","","11-DURG-0.2_20180919_1_2","",""
18,4.85,"11","8",2.98,9.02,"","",7.13,"65","7.6","5.53","6.17","","","11-DURG-0.2_20180919_1_3","",""
20,5.59,"13","9",3.06,8.94,"","",7.52,"60","6.77","5.07","7.32","","","11-DURG-0.2_20180919_1_4","",""
25,7.06,"16","10",2.54,9.46,"","",8.44,"74","8.46","5.12","7.2","","","11-DURG-0.2_20190916_1_1","",""
24,6.76,"12","8.5",2.86,9.14,"","",8.09,"74","8.46","4.89","7.61","","","11-DURG-0.2_20190916_1_2","",""
21,5.88,"11","8",3.23,8.77,"","",7.04,"50","5.16","5.04","7.4","","","11-DURG-0.2_20190916_1_3","",""
23,6.47,"12","8.5",2.6,9.4,"","",7.66,"65","7.6","5.47","6.33","","","11-DURG-0.2_20190916_1_4","",""
