SITE_ID,chemical_name,sample_date,fraction,result_value,result_unit,validator_qualifiers,Project_name,sys_sample_code,cas_rn,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,interpreted_qualifiers,sample_delivery_group,qaqc_date,SH_LATITUDE,SH_LONGITUDE,SH_WQ_STANDARD,SH_PWL_ID,X,INFO_TYPE
13-DWAR-2.0,Magnesium,10/15/2019,total,10800,ug/l,A,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,7439-95-4,68,ug/l,1000,,,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Magnesium,10/2/2018,total,4630,ug/l,A,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Magnesium,6/26/2019,total,6030,ug/l,A,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,7439-95-4,68,ug/l,1000,,,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Magnesium,7/10/2018,total,7000,ug/l,A,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Magnesium,7/24/2018,total,6100,ug/l,J,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,7439-95-4,29,ug/l,1000,E,estimated value due to lab error,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Magnesium,7/24/2019,total,8060,ug/l,A,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,7439-95-4,68,ug/l,1000,,,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Magnesium,8/15/2018,total,5160,ug/l,A,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Magnesium,9/17/2019,total,9440,ug/l,A,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,7439-95-4,68,ug/l,1000,,,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Magnesium,9/6/2018,total,9160,ug/l,A,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,7439-95-4,29,ug/l,1000,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,10/15/2019,total,1.3,ug/l,A,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,7440-02-0,0.26,ug/l,1,,,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,10/2/2018,total,0.91,ug/l,J,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,7440-02-0,0.26,ug/l,1,J,estimated value due to lab error,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,6/26/2019,total,1.9,ug/l,A,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,7440-02-0,0.26,ug/l,1,,,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,7/10/2018,total,1.6,ug/l,A,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,7440-02-0,0.26,ug/l,1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,7/24/2018,total,3,ug/l,A,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,7440-02-0,0.26,ug/l,1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,7/24/2019,total,2,ug/l,A,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,7440-02-0,0.26,ug/l,1,,,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,8/14/2019,total,1.5,ug/l,A,Wallkill RAS 2019,13-DWAR-2.0-08142019-W,7440-02-0,0.26,ug/l,1,,,R1907828,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,8/15/2018,total,1.9,ug/l,A,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,7440-02-0,0.26,ug/l,1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,9/17/2019,total,1.2,ug/l,A,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,7440-02-0,0.26,ug/l,1,,,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nickel,9/6/2018,total,1.5,ug/l,A,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,7440-02-0,0.26,ug/l,1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,10/15/2019,total,0.03,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,NO3NO2N,0.0015,mg/l,0.002,,,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,10/2/2018,total,0.21,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,6/26/2019,total,0.3,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,NO3NO2N,0.0015,mg/l,0.002,,,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,7/10/2018,total,0.19,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,7/24/2018,total,0.3,mg/l,R,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,NO3NO2N,7.00E-04,mg/l,0.002,,Accuracy error,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,7/24/2019,total,0.36,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,NO3NO2N,0.0015,mg/l,0.002,,,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,8/14/2019,total,0.28,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-08142019-W,NO3NO2N,0.0015,mg/l,0.002,,,R1907828,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,8/15/2018,total,0.21,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,9/17/2019,total,0.26,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,NO3NO2N,0.0015,mg/l,0.002,,,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrate+Nitrite as Nitrogen,9/6/2018,total,0.32,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,NO3NO2N,7.00E-04,mg/l,0.002,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,10/15/2019,total,0.37,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,7727-37-9,NA,mg/l,0.1,,,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,10/2/2018,total,0.87,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,KN,NA,mg/l,0.1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,6/26/2019,total,0.96,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,KN,NA,mg/l,0.1,,,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,7/10/2018,total,0.84,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,KN,NA,mg/l,0.2,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,7/24/2018,total,1.21,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,KN,NA,mg/l,0.2,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,7/24/2019,total,0.96,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,KN,NA,mg/l,0.1,,,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,8/14/2019,total,0.28,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-08142019-W,7727-37-9,NA,mg/l,0.1,,,R1907828,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,8/15/2018,total,1.05,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,KN,NA,mg/l,0.1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,9/17/2019,total,0.73,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,7727-37-9,NA,mg/l,0.1,,,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Nitrogen,9/6/2018,total,1.01,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,KN,NA,mg/l,0.1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",10/15/2019,total,NA,mg/l,R,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,7664-41-7,0.003,mg/l,0.01,U,Analyte was analyzed for but not detected ; Precision error,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",10/2/2018,total,0.01,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",6/26/2019,total,0.03,mg/l,R,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,7664-41-7,0.0036,mg/l,0.005,,Accuracy error,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",7/10/2018,total,0.05,mg/l,R,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,7664-41-7,8.00E-04,mg/l,0.005,,Equipment Blank error,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",7/24/2018,total,0.03,mg/l,R,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,7664-41-7,8.00E-04,mg/l,0.005,,Precision error,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",7/24/2019,total,0.05,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,7664-41-7,0.003,mg/l,0.01,,,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",8/14/2019,total,0.06,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-08142019-W,7664-41-7,0.003,mg/l,0.01,,,R1907828,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",8/15/2018,total,0.02,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",9/17/2019,total,0.02,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,7664-41-7,0.003,mg/l,0.01,,,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"Nitrogen, ammonia (As N)",9/6/2018,total,0.04,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,7664-41-7,8.00E-04,mg/l,0.005,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",10/15/2019,total,0.35,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,KN,0.1,mg/l,0.1,,,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",10/2/2018,total,0.67,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,KN,0.08,mg/l,0.1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",6/26/2019,total,0.66,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,KN,0.1,mg/l,0.1,,,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",7/10/2018,total,0.65,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,KN,0.08,mg/l,0.2,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",7/24/2018,total,0.91,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,KN,0.08,mg/l,0.2,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",7/24/2019,total,0.6,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,KN,0.1,mg/l,0.1,,,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",8/14/2019,total,0.67,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-08142019-W,KN,0.1,mg/l,0.1,,,R1907828,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,total,0.84,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,KN,0.08,mg/l,0.1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",9/17/2019,total,0.47,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,KN,0.1,mg/l,0.1,,,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, KJELDAHL, TOTAL",9/6/2018,total,0.69,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,KN,0.08,mg/l,0.1,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",10/15/2019,total,0.03,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,14797-55-8,NA,mg/l,0.01,,,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",10/2/2018,total,0.21,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",6/26/2019,total,0.3,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,14797-55-8,NA,mg/l,0.01,,,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",7/10/2018,total,0.19,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",7/24/2018,total,0.3,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",7/24/2019,total,0.35,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,14797-55-8,NA,mg/l,0.01,,,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",8/14/2019,total,0.28,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-08142019-W,14797-55-8,NA,mg/l,0.01,,,R1907828,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",8/15/2018,total,0.21,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",9/17/2019,total,0.26,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,14797-55-8,NA,mg/l,0.01,,,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRATE (AS N)",9/6/2018,total,0.32,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,14797-55-8,NA,mg/l,0.01,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",10/15/2019,total,NA,mg/l,U,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",10/2/2018,total,NA,mg/l,U,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",6/26/2019,total,NA,mg/l,U,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",7/10/2018,total,NA,mg/l,U,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",7/24/2018,total,NA,mg/l,U,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",7/24/2019,total,0.01,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,14797-65-0,0.007,mg/l,0.01,,,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",8/14/2019,total,NA,mg/l,U,Wallkill RAS 2019,13-DWAR-2.0-08142019-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,R1907828,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",8/15/2018,total,NA,mg/l,U,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",9/17/2019,total,NA,mg/l,U,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"NITROGEN, NITRITE",9/6/2018,total,NA,mg/l,U,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,14797-65-0,0.007,mg/l,0.01,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",10/15/2019,total,0.06,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,7723-14-0,0.0036,mg/l,0.005,,,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",10/2/2018,total,0.06,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,7723-14-0,0.002,mg/l,0.005,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",6/26/2019,total,0.12,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,7723-14-0,0.018,mg/l,0.025,,,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",7/10/2018,total,0.1,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,7723-14-0,0.002,mg/l,0.005,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",7/24/2018,total,0.12,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,7723-14-0,0.01,mg/l,0.025,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",7/24/2019,total,0.11,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,7723-14-0,0.018,mg/l,0.025,,,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",8/14/2019,total,0.1,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-08142019-W,7723-14-0,0.0036,mg/l,0.005,,,R1907828,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",8/15/2018,total,0.13,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,7723-14-0,0.01,mg/l,0.025,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",9/17/2019,total,0.07,mg/l,A,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,7723-14-0,0.0036,mg/l,0.005,,,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"PHOSPHORUS, TOTAL (AS P)",9/6/2018,total,0.1,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,7723-14-0,0.002,mg/l,0.005,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,10/15/2019,total,NA,ug/l,U,Wallkill RAS 2019,13-DWAR-2.0-10152019-W,7440-22-4,0.15,ug/l,1,U,Analyte was analyzed for but not detected,R1910109,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,10/2/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,6/26/2019,total,NA,ug/l,U,Wallkill RAS 2019,13-DWAR-2.0-06262019-W,7440-22-4,0.15,ug/l,1,U,Analyte was analyzed for but not detected,R1905963,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,7/10/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,7/24/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,7/24/2019,total,NA,ug/l,U,Wallkill RAS 2019,13-DWAR-2.0-07242019-W,7440-22-4,0.15,ug/l,1,U,Analyte was analyzed for but not detected,R1907020,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,8/14/2019,total,NA,ug/l,U,Wallkill RAS 2019,13-DWAR-2.0-08142019-W,7440-22-4,0.15,ug/l,1,U,Analyte was analyzed for but not detected,R1907828,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,8/15/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,9/17/2019,total,NA,ug/l,U,Wallkill RAS 2019,13-DWAR-2.0-09172019-W,7440-22-4,0.15,ug/l,1,U,Analyte was analyzed for but not detected,R1909019,3/24/2020,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,Silver,9/6/2018,total,NA,ug/l,U,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,7440-22-4,0.039,ug/l,1,U,Analyte was analyzed for but not detected,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/2/2018,total,164,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-10022018-W,TDS,4,mg/l,10,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/10/2018,total,227,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-07102018-W,TDS,4,mg/l,10,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/24/2018,total,190,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-04242018-WS,TDS,4,mg/l,10,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/15/2018,total,167,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-08152018-W,TDS,4,mg/l,10,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
13-DWAR-2.0,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/6/2018,total,281,mg/l,A,Wallkill RAS 2018,13-DWAR-2.0-09062018-W,TDS,4,mg/l,10,,,NA,NA,41.62444,-74.19945,C,1306-0062,NA,NA
