"MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE","MSSIH_EVENT_SMAS_HISTORY_ID","MSSIH_EVENT_SMAS_SAMPLE_DATE","MSSIH_BIOSAMPLE_COLLECT_METHOD_NUM","BIOSAMPLE_COLLECT_METHOD"
"01-CLAR-3.3_19940921_1_1",28,8.06,12,8.5,4.55,7.44,NA,NA,8.14,81,9.13,4.94,7.56,NA,NA,NA,NA,"01-CLAR-3.3","9/21/1994",1,"Kick:Standard"
"01-CLAR-8.9_20050913_1_1",19,5.29,13,9,4.86,7.05,NA,NA,6.77,71,8.17,6.26,4.35,NA,NA,NA,NA,"01-CLAR-8.9","9/13/2005",1,"Kick:Standard"
"01-CLAR_N-1.3_20050913_1_1",30,8.61,14,9.5,4.64,7.33,NA,NA,7.46,61,6.94,6.04,4.9,NA,NA,NA,NA,"01-CLAR_N-1.3","9/13/2005",1,"Kick:Standard"
"01-CLAR_N-1.3_20080805_1_1",19,5.29,9,6.82,4.9,7,NA,NA,6.1,72,8.27,6.76,3.1,NA,NA,NA,NA,"01-CLAR_N-1.3","8/5/2008",1,"Kick:Standard"
"01-CLAR_N-7.4_20050810_1_1",12,3.09,6,5.45,4.52,7.48,NA,NA,5.35,38,3.15,4.93,7.57,NA,NA,NA,NA,"01-CLAR_N-7.4","8/10/2005",1,"Kick:Standard"
"01-CLAR_N-7.4_20050913_1_1",12,3.09,6,5.45,4.52,7.48,NA,NA,5.35,38,3.15,4.93,7.57,NA,NA,NA,NA,"01-CLAR_N-7.4","9/13/2005",1,"Kick:Standard"
"01-CLEA-0.1_20050913_1_1",20,5.59,10,7.27,4.27,7.73,NA,NA,6.79,62,7.1,5.5,6.25,NA,NA,NA,NA,"01-CLEA-0.1","9/13/2005",1,"Kick:Standard"
"01-CLEA-0.1_20150806_1_1",20,5.59,12,8.5,3.92,8.08,NA,NA,7.27,73,8.37,5.67,5.83,NA,NA,NA,NA,"01-CLEA-0.1","8/6/2015",1,"Kick:Standard"
"01-CLEA-3.1_20100902_1_1",30,8.61,14,9.5,4.41,7.59,NA,NA,8.13,83,9.33,5.75,5.62,NA,NA,NA,NA,"01-CLEA-3.1","9/2/2010",1,"Kick:Standard"
"01-CLEA-3.1_20110706_1_1",22,6.18,8,6.36,4.5,7.5,NA,NA,7.11,77,8.75,5.3,6.75,NA,NA,NA,NA,"01-CLEA-3.1","7/6/2011",1,"Kick:Standard"
"01-COEL-1.5_20100901_1_1",26,7.35,10,7.27,4.47,7.53,NA,NA,5.83,58,6.45,7.78,0.55,NA,NA,NA,NA,"01-COEL-1.5","9/1/2010",1,"Kick:Standard"
"01-COEL-1.5_20150805_1_1",22,6.18,8,6.36,4.9,7,NA,NA,5.43,55,5.97,7.34,1.65,NA,NA,NA,NA,"01-COEL-1.5","8/5/2015",1,"Kick:Standard"
"01-CONN-2.5_20100825_1_1",26,7.35,16,10,4.74,7.2,NA,NA,7.51,64,7.42,5.76,5.6,NA,NA,NA,NA,"01-CONN-2.5","8/25/2010",1,"Kick:Standard"
"01-CRKB-0.2_20050913_1_1",17,4.56,1,1.25,6.85,4.56,NA,NA,2.87,38,3.15,7.67,0.83,NA,NA,NA,NA,"01-CRKB-0.2","9/13/2005",1,"Kick:Standard"
"01-CRKB-2.1_20150805_1_1",12,3.09,4,4.17,5.45,6.31,NA,NA,3.56,37,2.98,7.5,1.25,NA,NA,NA,NA,"01-CRKB-2.1","8/5/2015",1,"Kick:Standard"
"01-CROW-0.4_20150806_1_1",28,8.06,11,8,4.23,7.77,NA,NA,7.21,71,8.17,6.37,4.07,NA,NA,NA,NA,"01-CROW-0.4","8/6/2015",1,"Kick:Standard"
"01-CWAY-0.2_19870519_1_1",13,3.38,3,3.61,7.87,3.29,NA,NA,3.9,43,3.95,5.89,5.28,NA,NA,NA,NA,"01-CWAY-0.2","5/19/1987",1,"Kick:Standard"
"01-CWAY-0.2_19880629_1_1",22,6.18,6,5.45,7.01,4.36,NA,NA,5.45,42,3.79,5.01,7.48,NA,NA,NA,NA,"01-CWAY-0.2","6/29/1988",1,"Kick:Standard"
"01-CWAY-0.2_19930819_1_1",17,4.56,8,6.36,6.07,5.54,NA,NA,5.38,35,2.66,4.71,7.79,NA,NA,NA,NA,"01-CWAY-0.2","8/19/1993",1,"Kick:Standard"
"01-CWAY-0.2_19940824_1_1",31,8.89,9,6.82,5,6.88,NA,NA,7.42,76,8.65,5.66,5.85,NA,NA,NA,NA,"01-CWAY-0.2","8/24/1994",1,"Kick:Standard"
"01-CWAY-0.2_20050913_1_1",19,5.29,11,8,5.13,6.71,NA,NA,6.78,61,6.94,5.21,6.97,NA,NA,NA,NA,"01-CWAY-0.2","9/13/2005",1,"Kick:Standard"
"01-CWAY-0.2_20060823_1_1",26,7.35,10,7.27,5.15,6.69,NA,NA,7.19,66,7.69,5.22,6.95,NA,NA,NA,NA,"01-CWAY-0.2","8/23/2006",1,"Kick:Standard"
"01-CWAY-0.2_20100901_1_1",20,5.59,12,8.5,5.31,6.49,NA,NA,6.22,53,5.65,6.05,4.88,NA,NA,NA,NA,"01-CWAY-0.2","9/1/2010",1,"Kick:Standard"
"01-CWAY-14.5_20150805_1_1",18,4.85,12,8.5,4.1,7.9,NA,NA,7.07,71,8.17,5.63,5.93,NA,NA,NA,NA,"01-CWAY-14.5","8/5/2015",1,"Kick:Standard"
"01-CWAY-7.4_20050913_1_1",32,9.17,17,10,4.56,7.43,NA,NA,7.82,64,7.42,5.96,5.1,NA,NA,NA,NA,"01-CWAY-7.4","9/13/2005",1,"Kick:Standard"
"01-CWAY-7.4_20150805_1_1",28,8.06,11,8,4.42,7.58,NA,NA,7,52,5.48,5.64,5.9,NA,NA,NA,NA,"01-CWAY-7.4","8/5/2015",1,"Kick:Standard"
"01-CWAY-8.3_20100901_1_1",23,6.47,13,9,4.22,7.78,NA,NA,7.53,75,8.56,5.67,5.83,NA,NA,NA,NA,"01-CWAY-8.3","9/1/2010",1,"Kick:Standard"
"01-CWAY-8.3_20150805_1_1",20,5.59,9,6.82,4.26,7.74,NA,NA,6.72,70,8.08,5.86,5.35,NA,NA,NA,NA,"01-CWAY-8.3","8/5/2015",1,"Kick:Standard"
"01-CYGA-2.4_20000912_1_1",11,2.79,2,3.06,5.98,5.65,NA,NA,3.52,37,2.98,6.76,3.1,NA,NA,NA,NA,"01-CYGA-2.4","9/12/2000",1,"Kick:Standard"
"01-CYGA-2.4_20010703_1_1",10,2.31,2,3.06,6.65,4.81,NA,NA,3.16,33,2.24,6.64,3.4,NA,NA,NA,NA,"01-CYGA-2.4","7/3/2001",1,"Kick:Standard"
"01-CYGA-2.4_20050912_1_1",11,2.79,3,3.61,6.88,4.53,NA,NA,3.12,29,1.55,6.76,3.1,NA,NA,NA,NA,"01-CYGA-2.4","9/12/2005",1,"Kick:Standard"
"01-CYGA-2.4_20100824_1_1",15,3.97,2,3.06,6.56,4.93,NA,NA,3.64,39,3.31,6.82,2.95,NA,NA,NA,NA,"01-CYGA-2.4","8/24/2010",1,"Kick:Standard"
"01-CYGA-2.4_20150804_1_1",16,4.26,3,3.61,5.96,5.67,NA,NA,4.27,49,4.92,6.85,2.88,NA,NA,NA,NA,"01-CYGA-2.4","8/4/2015",1,"Kick:Standard"
"01-DELC-1.4_20000913_1_1",21,5.88,4,4.17,5.69,6.01,NA,NA,4.83,56,6.13,7.22,1.95,NA,NA,NA,NA,"01-DELC-1.4","9/13/2000",1,"Kick:Standard"
"01-DELC-1.4_20050913_1_1",13,3.38,7,5.91,4.54,7.45,NA,NA,5.63,53,5.65,5.69,5.77,NA,NA,NA,NA,"01-DELC-1.4","9/13/2005",1,"Kick:Standard"
"01-DELC-1.4_20150805_1_1",15,3.97,3,3.61,5.47,6.29,NA,NA,4.08,49,4.92,7.35,1.63,NA,NA,NA,NA,"01-DELC-1.4","8/5/2015",1,"Kick:Standard"
"01-DREC-0.1_20050913_1_1",30,8.61,13,9,3.93,8.07,NA,NA,8.23,86,9.62,5.65,5.87,NA,NA,NA,NA,"01-DREC-0.1","9/13/2005",1,"Kick:Standard"
"01-DUNE-3.0_20150805_1_1",15,3.97,5,4.72,3.31,8.69,NA,NA,5.44,43,3.95,5.66,5.85,NA,NA,NA,NA,"01-DUNE-3.0","8/5/2015",1,"Kick:Standard"
"01-DURK-2.7_20151002_1_1",22,6.18,6,5.45,4.23,7.77,NA,NA,6.31,65,7.6,6.18,4.55,NA,NA,NA,NA,"01-DURK-2.7","10/2/2015",1,"Kick:Standard"
"01-ELEV-0.2_20050912_1_1",24,6.76,5,4.72,4.12,7.88,NA,NA,6.06,56,6.13,6.08,4.8,NA,NA,NA,NA,"01-ELEV-0.2","9/12/2005",1,"Kick:Standard"
"01-ELEV-0.2_20150804_1_1",24,6.76,9,6.82,4.65,7.31,NA,NA,6.12,64,7.42,7.08,2.3,NA,NA,NA,NA,"01-ELEV-0.2","8/4/2015",1,"Kick:Standard"
"01-ELLI-10.3_19930818_1_1",21,5.88,3,3.61,5.58,6.15,NA,NA,4.05,43,3.95,7.73,0.67,NA,NA,NA,NA,"01-ELLI-10.3","8/18/1993",1,"Kick:Standard"
"01-ELLI-10.3_19940823_1_1",16,4.26,2,3.06,5.78,5.9,NA,NA,3.59,38,3.15,7.37,1.57,NA,NA,NA,NA,"01-ELLI-10.3","8/23/1994",1,"Kick:Standard"
"01-ELLI-10.3_20000913_1_1",27,7.78,7,5.91,5.77,5.91,NA,NA,5.61,57,6.29,7.13,2.18,NA,NA,NA,NA,"01-ELLI-10.3","9/13/2000",1,"Kick:Standard"
"01-ELLI-10.3_20010703_1_1",16,4.26,3,3.61,5.76,5.93,NA,NA,4.35,52,5.48,7.01,2.48,NA,NA,NA,NA,"01-ELLI-10.3","7/3/2001",1,"Kick:Standard"
"01-ELLI-10.3_20010731_1_1",17,4.56,5,4.72,5.6,6.12,NA,NA,4.05,37,2.98,7.25,1.88,NA,NA,NA,NA,"01-ELLI-10.3","7/31/2001",1,"Kick:Standard"
"01-ELLI-10.3_20050912_1_1",14,3.68,3,3.61,5.45,6.31,NA,NA,3.86,42,3.79,7.23,1.92,NA,NA,NA,NA,"01-ELLI-10.3","9/12/2005",1,"Kick:Standard"
"01-ELLI-10.3_20150805_1_1",13,3.38,3,3.61,5.53,6.21,NA,NA,4.11,49,4.92,7.02,2.45,NA,NA,NA,NA,"01-ELLI-10.3","8/5/2015",1,"Kick:Standard"
"01-ELLI-12.3_20000913_1_1",18,4.85,5,4.72,5.5,6.25,NA,NA,4.71,52,5.48,7.1,2.25,NA,NA,NA,NA,"01-ELLI-12.3","9/13/2000",1,"Kick:Standard"
"01-ELLI-12.3_20010731_1_1",16,4.26,7,5.91,5.14,6.7,NA,NA,5.23,53,5.65,6.55,3.63,NA,NA,NA,NA,"01-ELLI-12.3","7/31/2001",1,"Kick:Standard"
"01-ELLI-17.5_20010731_1_1",20,5.59,3,3.61,5.65,6.06,NA,NA,4.17,51,5.32,7.89,0.28,NA,NA,NA,NA,"01-ELLI-17.5","7/31/2001",1,"Kick:Standard"
"01-ELLI-22.9_20010731_1_1",18,4.85,4,4.17,5.02,6.85,NA,NA,4.42,38,3.15,6.77,3.08,NA,NA,NA,NA,"01-ELLI-22.9","7/31/2001",1,"Kick:Standard"
"01-ELLI-22.9_20150804_1_1",17,4.56,6,5.45,5.37,6.41,NA,NA,4.25,37,2.98,7.26,1.85,NA,NA,NA,NA,"01-ELLI-22.9","8/4/2015",1,"Kick:Standard"
"01-ELLI-28.4_20010731_1_1",17,4.56,7,5.91,5.05,6.81,NA,NA,4.93,44,4.11,6.7,3.25,NA,NA,NA,NA,"01-ELLI-28.4","7/31/2001",1,"Kick:Standard"
"01-ELLI-28.4_20100825_1_1",21,5.88,7,5.91,4.98,6.9,NA,NA,5.1,48,4.76,7.18,2.05,NA,NA,NA,NA,"01-ELLI-28.4","8/25/2010",1,"Kick:Standard"
"01-ELLI-31.3_20010731_1_1",22,6.18,8,6.36,5.77,5.91,NA,NA,5.38,51,5.32,6.75,3.12,NA,NA,NA,NA,"01-ELLI-31.3","7/31/2001",1,"Kick:Standard"
"01-ELLI-31.3_20100825_1_1",26,7.35,8,6.36,5.3,6.5,NA,NA,5.9,63,7.26,7.18,2.05,NA,NA,NA,NA,"01-ELLI-31.3","8/25/2010",1,"Kick:Standard"
"01-ELLI-7.1_20010731_1_1",12,3.09,2,3.06,5.69,6.01,NA,NA,3.67,52,5.48,7.71,0.73,NA,NA,NA,NA,"01-ELLI-7.1","7/31/2001",1,"Kick:Standard"
"01-ELLI-7.1_20150804_1_1",17,4.56,5,4.72,5.35,6.44,NA,NA,4.78,52,5.48,6.91,2.72,NA,NA,NA,NA,"01-ELLI-7.1","8/4/2015",1,"Kick:Standard"
"01-ELTO-4.2_20150806_1_1",22,6.18,12,8.5,3.64,8.36,NA,NA,7.55,64,7.42,5.08,7.3,NA,NA,NA,NA,"01-ELTO-4.2","8/6/2015",1,"Kick:Standard"
"01-FOST-0.1_20100825_1_1",12,3.09,6,5.45,5.05,6.81,NA,NA,3.79,35,2.66,7.63,0.93,NA,NA,NA,NA,"01-FOST-0.1","8/25/2010",1,"Kick:Standard"
"01-FOST-0.5_20110726_1_1",15,3.97,4,4.17,5.51,6.24,NA,NA,4.26,49,4.92,7.21,1.98,NA,NA,NA,NA,"01-FOST-0.5","7/26/2011",1,"Kick:Standard"
"01-GILL-0.3_20000912_1_1",14,3.68,1,1.25,5.82,5.85,NA,NA,3.11,37,2.98,7.29,1.77,NA,NA,NA,NA,"01-GILL-0.3","9/12/2000",1,"Kick:Standard"
"01-GOON-1.2_20050913_1_1",31,8.89,15,10,4.51,7.49,NA,NA,7.87,74,8.46,6.19,4.52,NA,NA,NA,NA,"01-GOON-1.2","9/13/2005",1,"Kick:Standard"
"01-GOON-3.2_20150806_1_1",30,8.61,14,9.5,3.63,8.37,NA,NA,7.64,71,8.17,6.59,3.53,NA,NA,NA,NA,"01-GOON-3.2","8/6/2015",1,"Kick:Standard"
"01-GOTC-0.2_20000912_1_1",12,3.09,2,3.06,7.69,3.51,NA,NA,2.09,20,0,7.69,0.77,NA,NA,NA,NA,"01-GOTC-0.2","9/12/2000",1,"Kick:Standard"
"01-GUNC-0.7_20150804_1_1",22,6.18,0,0,7.41,3.86,NA,NA,2.89,33,2.24,7.13,2.18,NA,NA,NA,NA,"01-GUNC-0.7","8/4/2015",1,"Kick:Standard"
"01-HALB-0.7_20050913_1_1",27,7.78,4,4.17,7.01,4.36,NA,NA,4.92,45,4.27,6.4,4,NA,NA,NA,NA,"01-HALB-0.7","9/13/2005",1,"Kick:Standard"
"01-HAMP-1.2_20050914_1_1",14,3.68,4,4.17,5.4,6.38,NA,NA,4.8,56,6.13,6.54,3.65,NA,NA,NA,NA,"01-HAMP-1.2","9/14/2005",1,"Kick:Standard"
"01-HAMP-1.2_20100902_1_1",22,6.18,11,8,4.97,6.91,NA,NA,6.49,61,6.94,6.24,4.4,NA,NA,NA,NA,"01-HAMP-1.2","9/2/2010",1,"Kick:Standard"
"01-HOSM-1.1_20050913_1_1",19,5.29,9,6.82,3.89,8.11,NA,NA,7.3,84,9.42,5.25,6.88,NA,NA,NA,NA,"01-HOSM-1.1","9/13/2005",1,"Kick:Standard"
"01-HYCK-0.9_20100901_1_1",22,6.18,6,5.45,5.25,6.56,NA,NA,5.04,45,4.27,6.91,2.72,NA,NA,NA,NA,"01-HYCK-0.9","9/1/2010",1,"Kick:Standard"
"01-HYCK-1.6_20150805_1_1",16,4.26,3,3.61,5.4,6.38,NA,NA,4.22,53,5.65,7.52,1.2,NA,NA,NA,NA,"01-HYCK-1.6","8/5/2015",1,"Kick:Standard"
"01-LBUF-0.1_20100825_1_1",24,6.76,8,6.36,5.44,6.32,NA,NA,5.64,52,5.48,6.68,3.3,NA,NA,NA,NA,"01-LBUF-0.1","8/25/2010",1,"Kick:Standard"
"01-LBUF-0.1_20110706_1_1",31,8.89,11,8,5.12,6.72,NA,NA,6.99,66,7.69,6.55,3.63,NA,NA,NA,NA,"01-LBUF-0.1","7/6/2011",1,"Kick:Standard"
"01-LCHA-0.1_20100901_1_1",40,10,23,10,4.2,7.8,NA,NA,8.7,85,9.52,5.52,6.2,NA,NA,NA,NA,"01-LCHA-0.1","9/1/2010",1,"Kick:Standard"
"01-LCHA-0.1_20150805_1_1",14,3.68,5,4.72,5.35,6.44,NA,NA,3.6,35,2.66,7.81,0.48,NA,NA,NA,NA,"01-LCHA-0.1","8/5/2015",1,"Kick:Standard"
"01-LCWY-0.2_20050913_1_1",24,6.76,7,5.91,5.26,6.55,NA,NA,6.27,54,5.81,5.47,6.33,NA,NA,NA,NA,"01-LCWY-0.2","9/13/2005",1,"Kick:Standard"
"01-LCWY-4.2_20150805_1_1",15,3.97,7,5.91,3.17,8.83,NA,NA,6.17,53,5.65,5.41,6.47,NA,NA,NA,NA,"01-LCWY-4.2","8/5/2015",1,"Kick:Standard"
"01-LEDG-2.2_20050912_6_1",14,3.86,2,3.5,6.35,6.08,NA,NA,4.84,NA,NA,NA,NA,7,5.91,NA,NA,"01-LEDG-2.2","9/12/2005",6,"Kick:Sandy_Stream"
"01-LEDG-2.2_20150804_1_1",32,9.17,6,5.45,6.45,5.06,NA,NA,7.22,71,8.17,4.27,8.23,NA,NA,NA,NA,"01-LEDG-2.2","8/4/2015",1,"Kick:Standard"
"01-LIMO-4.6_20000913_1_1",16,4.26,10,7.27,3.9,8.1,NA,NA,5.91,47,4.6,5.87,5.32,NA,NA,NA,NA,"01-LIMO-4.6","9/13/2000",1,"Kick:Standard"
"01-LIMO-4.6_20150806_1_1",21,5.88,11,8,4.02,7.98,NA,NA,7.43,81,9.13,5.54,6.15,NA,NA,NA,NA,"01-LIMO-4.6","8/6/2015",1,"Kick:Standard"
"01-LITI-0.9_20150805_1_1",21,5.88,6,5.45,4.57,7.41,NA,NA,5.95,68,7.88,6.74,3.15,NA,NA,NA,NA,"01-LITI-0.9","8/5/2015",1,"Kick:Standard"
"01-LRNC_50-4.2_20070808_2_1",24,9,6,8,6.4,9,3.818586977,10,9,NA,NA,NA,NA,NA,NA,NA,NA,"01-LRNC_50-4.2","8/8/2007",2,"Multiplate:Navigable"
"01-LRNC_57-32.7_20070808_2_1",11,2.14,3,4.5,6.23,9.42,2.122100301,3.11,4.79,NA,NA,NA,NA,NA,NA,NA,NA,"01-LRNC_57-32.7","8/8/2007",2,"Multiplate:Navigable"
"01-LRNC_58-0.6_20070808_2_1",17,5.45,1,1.5,6.52,8.7,3.375107518,9.38,6.26,NA,NA,NA,NA,NA,NA,NA,NA,"01-LRNC_58-0.6","8/8/2007",2,"Multiplate:Navigable"
"01-LSIS-2.4_20000913_1_1",18,4.85,3,3.61,6.02,5.6,NA,NA,3.89,39,3.31,7.16,2.1,NA,NA,NA,NA,"01-LSIS-2.4","9/13/2000",1,"Kick:Standard"
"01-LSIS-2.4_20050913_1_1",18,4.85,3,3.61,7.21,4.11,NA,NA,3.49,42,3.79,7.56,1.1,NA,NA,NA,NA,"01-LSIS-2.4","9/13/2005",1,"Kick:Standard"
"01-LTON-14.7_20120919_1_1",19,5.29,6,5.45,4.58,7.4,NA,NA,5.38,39,3.31,5.82,5.45,NA,NA,NA,NA,"01-LTON-14.7","9/19/2012",1,"Kick:Standard"
"01-LTON-14.7_20120919_1_2",16,4.26,6,5.45,4.5,7.5,NA,NA,5.09,42,3.79,6.21,4.47,NA,NA,NA,NA,"01-LTON-14.7","9/19/2012",1,"Kick:Standard"
"01-LTON-14.7_20120919_1_3",19,5.29,6,5.45,4.43,7.57,NA,NA,5.71,46,4.44,5.68,5.8,NA,NA,NA,NA,"01-LTON-14.7","9/19/2012",1,"Kick:Standard"
"01-LTON-14.7_20120919_1_4",23,6.47,10,7.27,4.04,7.96,NA,NA,6.43,63,7.26,6.72,3.2,NA,NA,NA,NA,"01-LTON-14.7","9/19/2012",1,"Kick:Standard"
"01-LTON-14.7_20120919_1_5",21,5.88,8,6.36,4.44,7.56,NA,NA,5.6,38,3.15,5.98,5.05,NA,NA,NA,NA,"01-LTON-14.7","9/19/2012",1,"Kick:Standard"
"01-LTON-14.7_20120919_1_6",22,6.18,6,5.45,4.6,7.38,NA,NA,5.15,42,3.79,6.82,2.95,NA,NA,NA,NA,"01-LTON-14.7","9/19/2012",1,"Kick:Standard"
"01-LTON-14.7_20150806_1_1",24,6.76,10,7.27,5.04,6.83,NA,NA,6.35,67,7.79,6.77,3.08,NA,NA,NA,NA,"01-LTON-14.7","8/6/2015",1,"Kick:Standard"
"01-LTON-3.7_20000913_1_1",18,4.85,8,6.36,4.55,7.44,NA,NA,5.31,45,4.27,6.55,3.63,NA,NA,NA,NA,"01-LTON-3.7","9/13/2000",1,"Kick:Standard"
"01-LTON-3.7_20060822_1_1",27,7.78,14,9.5,4.72,7.23,NA,NA,7.28,67,7.79,6.36,4.1,NA,NA,NA,NA,"01-LTON-3.7","8/22/2006",1,"Kick:Standard"
"01-LTON-3.7_20150804_1_1",25,7.06,9,6.82,4.55,7.44,NA,NA,6.17,65,7.6,7.23,1.92,NA,NA,NA,NA,"01-LTON-3.7","8/4/2015",1,"Kick:Standard"
"01-LTON-7.5_20050914_1_1",28,8.06,12,8.5,4.59,7.39,NA,NA,7.79,76,8.65,5.47,6.33,NA,NA,NA,NA,"01-LTON-7.5","9/14/2005",1,"Kick:Standard"
"01-LTON-7.5_20120918_1_1",25,7.06,8,6.36,4.3,7.7,NA,NA,7.22,71,8.17,5.28,6.8,NA,NA,NA,NA,"01-LTON-7.5","9/18/2012",1,"Kick:Standard"
"01-LTON-7.5_20120918_1_2",29,8.33,14,9.5,4.08,7.92,NA,NA,8.16,73,8.37,5.32,6.7,NA,NA,NA,NA,"01-LTON-7.5","9/18/2012",1,"Kick:Standard"
"01-LTON-7.5_20120918_1_3",21,5.88,10,7.27,4.08,7.92,NA,NA,6.93,65,7.6,5.61,5.97,NA,NA,NA,NA,"01-LTON-7.5","9/18/2012",1,"Kick:Standard"
"01-LTON-7.5_20120918_1_4",25,7.06,11,8,3.72,8.28,NA,NA,7.57,74,8.46,5.59,6.03,NA,NA,NA,NA,"01-LTON-7.5","9/18/2012",1,"Kick:Standard"
"01-LTON-7.5_20120918_1_5",23,6.47,8,6.36,4.31,7.69,NA,NA,6.52,68,7.88,6.32,4.2,NA,NA,NA,NA,"01-LTON-7.5","9/18/2012",1,"Kick:Standard"
"01-LTON-7.5_20120918_1_6",31,8.89,13,9,4.66,7.3,NA,NA,7.83,76,8.65,5.87,5.32,NA,NA,NA,NA,"01-LTON-7.5","9/18/2012",1,"Kick:Standard"
"01-MANS-0.8_20150805_1_1",28,8.06,18,10,4.49,7.51,NA,NA,7.87,75,8.56,5.92,5.2,NA,NA,NA,NA,"01-MANS-0.8","8/5/2015",1,"Kick:Standard"
"01-MANS-6.1_20150805_1_1",21,5.88,13,9,4.29,7.71,NA,NA,6.92,79,8.94,6.77,3.08,NA,NA,NA,NA,"01-MANS-6.1","8/5/2015",1,"Kick:Standard"
"01-MDDE-0.1_20000913_1_1",18,4.85,4,4.17,6.57,4.91,NA,NA,4.23,47,4.6,6.95,2.62,NA,NA,NA,NA,"01-MDDE-0.1","9/13/2000",1,"Kick:Standard"
"01-MDDE-0.1_20050913_1_1",26,7.35,5,4.72,6.47,5.04,NA,NA,6.3,76,8.65,5.71,5.72,NA,NA,NA,NA,"01-MDDE-0.1","9/13/2005",1,"Kick:Standard"
"01-MDDE-4.0_20050913_1_1",16,4.26,3,3.61,6.05,5.56,NA,NA,3.98,50,5.16,7.48,1.3,NA,NA,NA,NA,"01-MDDE-4.0","9/13/2005",1,"Kick:Standard"
"01-MDDE-4.0_20150805_1_1",20,5.59,2,3.06,5.5,6.25,NA,NA,4.5,55,5.97,7.35,1.63,NA,NA,NA,NA,"01-MDDE-4.0","8/5/2015",1,"Kick:Standard"
"01-MKEY-0.1_20000913_1_1",26,7.35,15,10,4.96,6.92,NA,NA,7.69,68,7.88,5.48,6.3,NA,NA,NA,NA,"01-MKEY-0.1","9/13/2000",1,"Kick:Standard"
"01-MUDN-0.6_20060822_1_1",14,3.68,3,3.61,6.36,5.17,NA,NA,2.88,25,0.86,7.56,1.1,NA,NA,NA,NA,"01-MUDN-0.6","8/22/2006",1,"Kick:Standard"
"01-MURD-1.0_20150804_1_1",21,5.88,5,4.72,5.66,6.05,NA,NA,4.9,55,5.97,7.24,1.9,NA,NA,NA,NA,"01-MURD-1.0","8/4/2015",1,"Kick:Standard"
"01-MURD-12.4_20000913_1_1",19,5.29,4,4.17,5.51,6.24,NA,NA,4.38,44,4.11,7.16,2.1,NA,NA,NA,NA,"01-MURD-12.4","9/13/2000",1,"Kick:Standard"
"01-MURD-12.4_20150804_1_1",14,3.68,6,5.45,5.27,6.54,NA,NA,5.19,61,6.94,6.67,3.33,NA,NA,NA,NA,"01-MURD-12.4","8/4/2015",1,"Kick:Standard"
"01-MURD-20.0_20050912_1_1",20,5.59,2,3.06,5.58,6.15,NA,NA,4.29,43,3.95,6.92,2.7,NA,NA,NA,NA,"01-MURD-20.0","9/12/2005",1,"Kick:Standard"
"01-MURD-29.7_20150806_1_1",23,6.47,6,5.45,4.59,7.39,NA,NA,6.11,50,5.16,5.56,6.1,NA,NA,NA,NA,"01-MURD-29.7","8/6/2015",1,"Kick:Standard"
"01-MURD-4.2_19930818_1_1",18,4.85,6,5.45,5.42,6.35,NA,NA,4.44,39,3.31,7.11,2.22,NA,NA,NA,NA,"01-MURD-4.2","8/18/1993",1,"Kick:Standard"
"01-MURD-4.2_19940823_1_1",20,5.59,7,5.91,5.99,5.64,NA,NA,4.78,46,4.44,7.07,2.32,NA,NA,NA,NA,"01-MURD-4.2","8/23/1994",1,"Kick:Standard"
"01-MURD-4.2_20000913_1_1",24,6.76,7,5.91,5.41,6.36,NA,NA,5.65,61,6.94,7.09,2.28,NA,NA,NA,NA,"01-MURD-4.2","9/13/2000",1,"Kick:Standard"
"01-MURD-4.2_20010703_1_1",23,6.47,6,5.45,5.41,6.36,NA,NA,5.27,53,5.65,7.04,2.4,NA,NA,NA,NA,"01-MURD-4.2","7/3/2001",1,"Kick:Standard"
"01-MURD_T4-1.2_20100831_1_1",28,8.06,2,3.06,7.93,3.21,NA,NA,3.4,35,2.66,8.33,0,NA,NA,NA,NA,"01-MURD_T4-1.2","8/31/2010",1,"Kick:Standard"
"01-NEUM-0.2_20050913_1_1",25,7.06,6,5.45,5.49,6.26,NA,NA,5.9,70,8.08,6.94,2.65,NA,NA,NA,NA,"01-NEUM-0.2","9/13/2005",1,"Kick:Standard"
"01-NIAG-0.6_19870623_2_1",17,5.45,2,3.5,6.14,9.65,3.321248874,9.11,6.93,NA,NA,NA,NA,NA,NA,NA,NA,"01-NIAG-0.6","6/23/1987",2,"Multiplate:Navigable"
"01-NIAG-0.6_19870728_2_1",10,1.43,3,4.5,6.15,9.62,1.935552015,2.18,4.43,NA,NA,NA,NA,NA,NA,NA,NA,"01-NIAG-0.6","7/28/1987",2,"Multiplate:Navigable"
