SITE_ID,sys_sample_code,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,SH_LATITUDE,SH_LONGITUDE,SH_PWL_ID,SH_WQ_STANDARD,INFO_TYPE,qaqc_date,X,sample_delivery_group,Project_name
13-MONH-0.4,13MONH-0.4_07192017_WS,Zinc,7/19/2017,7440-66-6,total,3.1,ug/l,3,ug/l,5,J,J,estimated value due to lab error,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-QKER-0.9,13QKER-0.9_07192017_WS,Zinc,7/19/2017,7440-66-6,total,7.3,ug/l,3,ug/l,5,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-46.6,13WALK-46.6_07192017_WS,Zinc,7/19/2017,7440-66-6,total,6.5,ug/l,3,ug/l,5,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-60.1,13WALK-60.1_07192017_WS,Zinc,7/19/2017,7440-66-6,total,27.7,ug/l,3,ug/l,5,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-WCHEE-0.6,13WCHEE-0.6_07192017_WS,Zinc,7/19/2017,7440-66-6,total,37.8,ug/l,3,ug/l,5,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,"ALKALINITY, TOTAL (AS CaCO3)",7/20/2017,ALK,total,64,mg/l,1,mg/l,2,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,"ALKALINITY, TOTAL (AS CaCO3)",7/20/2017,ALK,total,112,mg/l,1,mg/l,2,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,"ALKALINITY, TOTAL (AS CaCO3)",7/20/2017,ALK,total,97.6,mg/l,1,mg/l,2,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,"ALKALINITY, TOTAL (AS CaCO3)",7/20/2017,ALK,total,116,mg/l,1,mg/l,2,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,"ALKALINITY, TOTAL (AS CaCO3)",7/20/2017,ALK,total,118,mg/l,1,mg/l,2,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,"ALKALINITY, TOTAL (AS CaCO3)",7/20/2017,ALK,total,120,mg/l,1,mg/l,2,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,"ALKALINITY, TOTAL (AS CaCO3)",7/20/2017,ALK,total,122,mg/l,1,mg/l,2,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,"ALKALINITY, TOTAL (AS CaCO3)",7/20/2017,ALK,total,87.6,mg/l,1,mg/l,2,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Aluminum,7/20/2017,7429-90-5,total,120,ug/l,80.1,ug/l,100,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Aluminum,7/20/2017,7429-90-5,total,122,ug/l,80.1,ug/l,100,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Aluminum,7/20/2017,7429-90-5,total,157,ug/l,80.1,ug/l,100,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Aluminum,7/20/2017,7429-90-5,total,185,ug/l,80.1,ug/l,100,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Aluminum,7/20/2017,7429-90-5,total,237,ug/l,80.1,ug/l,100,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Aluminum,7/20/2017,7429-90-5,total,293,ug/l,80.1,ug/l,100,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Aluminum,7/20/2017,7429-90-5,total,218,ug/l,80.1,ug/l,100,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Aluminum,7/20/2017,7429-90-5,total,1820,ug/l,80.1,ug/l,100,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Arsenic,7/20/2017,7440-38-2,total,NA,ug/l,0.389,ug/l,1,U,U,Analyte was analyzed for but not detected,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Arsenic,7/20/2017,7440-38-2,total,0.73,ug/l,0.389,ug/l,1,J,J,estimated value due to lab error,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Arsenic,7/20/2017,7440-38-2,total,NA,ug/l,0.389,ug/l,1,U,U,Analyte was analyzed for but not detected,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Arsenic,7/20/2017,7440-38-2,total,0.81,ug/l,0.389,ug/l,1,J,J,estimated value due to lab error,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Arsenic,7/20/2017,7440-38-2,total,0.72,ug/l,0.389,ug/l,1,J,J,estimated value due to lab error,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Arsenic,7/20/2017,7440-38-2,total,0.41,ug/l,0.389,ug/l,1,J,J,estimated value due to lab error,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Arsenic,7/20/2017,7440-38-2,total,0.7,ug/l,0.389,ug/l,1,J,J,estimated value due to lab error,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Arsenic,7/20/2017,7440-38-2,total,1.7,ug/l,0.389,ug/l,1,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Cadmium,7/20/2017,7440-43-9,total,NA,ug/l,0.182,ug/l,1,U,U,Analyte was analyzed for but not detected,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Cadmium,7/20/2017,7440-43-9,total,NA,ug/l,0.182,ug/l,1,U,U,Analyte was analyzed for but not detected,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Cadmium,7/20/2017,7440-43-9,total,NA,ug/l,0.182,ug/l,1,U,U,Analyte was analyzed for but not detected,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Cadmium,7/20/2017,7440-43-9,total,NA,ug/l,0.182,ug/l,1,U,U,Analyte was analyzed for but not detected,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Cadmium,7/20/2017,7440-43-9,total,NA,ug/l,0.182,ug/l,1,U,U,Analyte was analyzed for but not detected,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Cadmium,7/20/2017,7440-43-9,total,NA,ug/l,0.182,ug/l,1,U,U,Analyte was analyzed for but not detected,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Cadmium,7/20/2017,7440-43-9,total,NA,ug/l,0.182,ug/l,1,U,U,Analyte was analyzed for but not detected,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Cadmium,7/20/2017,7440-43-9,total,NA,ug/l,0.182,ug/l,1,U,U,Analyte was analyzed for but not detected,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,CHLORIDE (AS CL),7/20/2017,16887-00-6,total,26.6,mg/l,0.2,mg/l,2,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,CHLORIDE (AS CL),7/20/2017,16887-00-6,total,41.4,mg/l,0.2,mg/l,2,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,CHLORIDE (AS CL),7/20/2017,16887-00-6,total,62.3,mg/l,0.2,mg/l,2,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,CHLORIDE (AS CL),7/20/2017,16887-00-6,total,51.3,mg/l,0.2,mg/l,2,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,CHLORIDE (AS CL),7/20/2017,16887-00-6,total,59.5,mg/l,0.2,mg/l,2,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,CHLORIDE (AS CL),7/20/2017,16887-00-6,total,64.6,mg/l,0.2,mg/l,2,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,CHLORIDE (AS CL),7/20/2017,16887-00-6,total,68.3,mg/l,0.2,mg/l,2,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,CHLORIDE (AS CL),7/20/2017,16887-00-6,total,13.7,mg/l,0.2,mg/l,2,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Chlorophyll A,7/20/2017,479-61-8,total,0.78,ug/l,NA,ug/l,0.038,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Chlorophyll A,7/20/2017,479-61-8,total,2.89,ug/l,NA,ug/l,0.091,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Chlorophyll A,7/20/2017,479-61-8,total,42.1,ug/l,NA,ug/l,1.4,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Chlorophyll A,7/20/2017,479-61-8,total,8.11,ug/l,NA,ug/l,0.2,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Chlorophyll A,7/20/2017,479-61-8,total,4.94,ug/l,NA,ug/l,0.27,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Chlorophyll A,7/20/2017,479-61-8,total,5.88,ug/l,NA,ug/l,0.29,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Chlorophyll A,7/20/2017,479-61-8,total,2.64,ug/l,NA,ug/l,0.14,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Chlorophyll A,7/20/2017,479-61-8,total,5.2,ug/l,NA,ug/l,0.37,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Conductivity at 25 Degrees Celsius,7/20/2017,COND,total,303,umhos/cm,NA,umhos/cm,NA,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Conductivity at 25 Degrees Celsius,7/20/2017,COND,total,497,umhos/cm,NA,umhos/cm,NA,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Conductivity at 25 Degrees Celsius,7/20/2017,COND,total,431,umhos/cm,NA,umhos/cm,NA,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Conductivity at 25 Degrees Celsius,7/20/2017,COND,total,507,umhos/cm,NA,umhos/cm,NA,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Conductivity at 25 Degrees Celsius,7/20/2017,COND,total,527,umhos/cm,NA,umhos/cm,NA,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Conductivity at 25 Degrees Celsius,7/20/2017,COND,total,531,umhos/cm,NA,umhos/cm,NA,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Conductivity at 25 Degrees Celsius,7/20/2017,COND,total,540,umhos/cm,NA,umhos/cm,NA,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Conductivity at 25 Degrees Celsius,7/20/2017,COND,total,252,umhos/cm,NA,umhos/cm,NA,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Copper,7/20/2017,7440-50-8,total,1.5,ug/l,0.652,ug/l,1,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Copper,7/20/2017,7440-50-8,total,2.5,ug/l,0.652,ug/l,1,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Copper,7/20/2017,7440-50-8,total,2.3,ug/l,0.652,ug/l,1,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Copper,7/20/2017,7440-50-8,total,2.5,ug/l,0.652,ug/l,1,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Copper,7/20/2017,7440-50-8,total,2.9,ug/l,0.652,ug/l,1,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Copper,7/20/2017,7440-50-8,total,2.5,ug/l,0.652,ug/l,1,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Copper,7/20/2017,7440-50-8,total,2.7,ug/l,0.652,ug/l,1,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Copper,7/20/2017,7440-50-8,total,3.5,ug/l,0.652,ug/l,1,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,HARDNESS (AS CACO3),7/20/2017,HARD,total,88,mg/l,0.3,mg/l,8,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,HARDNESS (AS CACO3),7/20/2017,HARD,total,150,mg/l,0.4,mg/l,10,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,HARDNESS (AS CACO3),7/20/2017,HARD,total,140,mg/l,0.4,mg/l,10,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,HARDNESS (AS CACO3),7/20/2017,HARD,total,153,mg/l,0.5,mg/l,13,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,HARDNESS (AS CACO3),7/20/2017,HARD,total,157,mg/l,0.5,mg/l,13,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,HARDNESS (AS CACO3),7/20/2017,HARD,total,160,mg/l,0.5,mg/l,13,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,HARDNESS (AS CACO3),7/20/2017,HARD,total,167,mg/l,0.5,mg/l,13,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,HARDNESS (AS CACO3),7/20/2017,HARD,total,125,mg/l,0.4,mg/l,10,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Iron,7/20/2017,7439-89-6,total,283,ug/l,55.4,ug/l,100,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Iron,7/20/2017,7439-89-6,total,306,ug/l,55.4,ug/l,100,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Iron,7/20/2017,7439-89-6,total,378,ug/l,55.4,ug/l,100,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Iron,7/20/2017,7439-89-6,total,460,ug/l,55.4,ug/l,100,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Iron,7/20/2017,7439-89-6,total,577,ug/l,55.4,ug/l,100,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Iron,7/20/2017,7439-89-6,total,677,ug/l,55.4,ug/l,100,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Iron,7/20/2017,7439-89-6,total,612,ug/l,55.4,ug/l,100,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Iron,7/20/2017,7439-89-6,total,3410,ug/l,55.4,ug/l,100,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Lead,7/20/2017,7439-92-1,total,NA,ug/l,0.405,ug/l,1,U,U,Analyte was analyzed for but not detected,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Lead,7/20/2017,7439-92-1,total,0.54,ug/l,0.405,ug/l,1,J,J,estimated value due to lab error,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Lead,7/20/2017,7439-92-1,total,0.53,ug/l,0.405,ug/l,1,J,J,estimated value due to lab error,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Lead,7/20/2017,7439-92-1,total,0.71,ug/l,0.405,ug/l,1,J,J,estimated value due to lab error,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Lead,7/20/2017,7439-92-1,total,1,ug/l,0.405,ug/l,1,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Lead,7/20/2017,7439-92-1,total,0.95,ug/l,0.405,ug/l,1,J,J,estimated value due to lab error,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Lead,7/20/2017,7439-92-1,total,1.1,ug/l,0.405,ug/l,1,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Lead,7/20/2017,7439-92-1,total,3,ug/l,0.405,ug/l,1,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Magnesium,7/20/2017,7439-95-4,total,4550,ug/l,110,ug/l,1000,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Magnesium,7/20/2017,7439-95-4,total,11000,ug/l,110,ug/l,1000,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Magnesium,7/20/2017,7439-95-4,total,9150,ug/l,110,ug/l,1000,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Magnesium,7/20/2017,7439-95-4,total,11600,ug/l,110,ug/l,1000,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Magnesium,7/20/2017,7439-95-4,total,11900,ug/l,110,ug/l,1000,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Magnesium,7/20/2017,7439-95-4,total,12300,ug/l,110,ug/l,1000,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Magnesium,7/20/2017,7439-95-4,total,12600,ug/l,110,ug/l,1000,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Magnesium,7/20/2017,7439-95-4,total,6650,ug/l,110,ug/l,1000,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Nickel,7/20/2017,7440-02-0,total,1.5,ug/l,0.45,ug/l,1,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Nickel,7/20/2017,7440-02-0,total,2.2,ug/l,0.45,ug/l,1,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Nickel,7/20/2017,7440-02-0,total,2,ug/l,0.45,ug/l,1,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Nickel,7/20/2017,7440-02-0,total,2.2,ug/l,0.45,ug/l,1,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Nickel,7/20/2017,7440-02-0,total,2.5,ug/l,0.45,ug/l,1,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-29.9,13WALK-29.9_07202017_WS,Nickel,7/20/2017,7440-02-0,total,2.5,ug/l,0.45,ug/l,1,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-35.6,13WALK-35.6_07202017_WS,Nickel,7/20/2017,7440-02-0,total,2.7,ug/l,0.45,ug/l,1,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WKLEI-0.6,13WLKEI-0.6_07202017_WS,Nickel,7/20/2017,7440-02-0,total,5.1,ug/l,0.45,ug/l,1,,A,,41.7749,-74.0975,1306-0042,C,NA,NA,NA,NA,Wallkill Special Study 2017
13-GUNK-0.4,13GUNK-0.4_07202017_WS,Nitrate+Nitrite as Nitrogen,7/20/2017,NO3NO2N,total,0.2,mg/l,0.0025,mg/l,0.0025,,A,,41.68722,-74.17278,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-19.0,13WALK-19_07202017_WS,Nitrate+Nitrite as Nitrogen,7/20/2017,NO3NO2N,total,0.6,mg/l,0.0025,mg/l,0.0025,,A,,41.68306,-74.16444,1306-0045,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-2.1,13WALK-2.1_07202017_WS,Nitrate+Nitrite as Nitrogen,7/20/2017,NO3NO2N,total,0.51,mg/l,0.0025,mg/l,0.0025,,A,,41.825296,-74.047202,1306-0027,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-22.8,13WALK-22.8_07202017_WS,Nitrate+Nitrite as Nitrogen,7/20/2017,NO3NO2N,total,0.6,mg/l,0.0025,mg/l,0.0025,,A,,41.635,-74.18889,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
13-WALK-26.9,13WALK-26.9_07202017_WS,Nitrate+Nitrite as Nitrogen,7/20/2017,NO3NO2N,total,0.69,mg/l,0.0025,mg/l,0.0025,,A,,41.5763,-74.19071,1306-0038,B,NA,NA,NA,NA,Wallkill Special Study 2017
